org,repo,workflow,ref,url,runner,self_hosted,supported
docker,compose-language-service,.github/workflows/info-needed-closer.yml,main,https://github.com/docker/compose-language-service/blob/ac0d4e988dd914ca90672cdb3e4e83bba7fb2997/.github/workflows/info-needed-closer.yml,ubuntu-latest,0,1
docker,compose-language-service,.github/workflows/locker.yml,main,https://github.com/docker/compose-language-service/blob/ac0d4e988dd914ca90672cdb3e4e83bba7fb2997/.github/workflows/locker.yml,ubuntu-latest,0,1
docker,compose-switch,.github/workflows/ci.yml,master,https://github.com/docker/compose-switch/blob/431ccbdadf5152980e1fb1fa1928c7a0531e7d80/.github/workflows/ci.yml,macos-latest,0,1
docker,compose-switch,.github/workflows/ci.yml,master,https://github.com/docker/compose-switch/blob/431ccbdadf5152980e1fb1fa1928c7a0531e7d80/.github/workflows/ci.yml,ubuntu-latest,0,1
docker,compose-switch,.github/workflows/ci.yml,master,https://github.com/docker/compose-switch/blob/431ccbdadf5152980e1fb1fa1928c7a0531e7d80/.github/workflows/ci.yml,windows-latest,0,1
docker,compose-switch,.github/workflows/release-weekly-build.yml,master,https://github.com/docker/compose-switch/blob/431ccbdadf5152980e1fb1fa1928c7a0531e7d80/.github/workflows/release-weekly-build.yml,ubuntu-latest,0,1
docker,compose,.github/workflows/ci.yml,main,https://github.com/docker/compose/blob/be8c7e6c60c6dad95527fa4a338a1490ea5f3f97/.github/workflows/ci.yml,ubuntu-latest,0,1
docker,compose,.github/workflows/docs-upstream.yml,main,https://github.com/docker/compose/blob/be8c7e6c60c6dad95527fa4a338a1490ea5f3f97/.github/workflows/docs-upstream.yml,ubuntu-latest,0,1
docker,compose,.github/workflows/merge.yml,main,https://github.com/docker/compose/blob/be8c7e6c60c6dad95527fa4a338a1490ea5f3f97/.github/workflows/merge.yml,desktop-m1,1,1
docker,compose,.github/workflows/merge.yml,main,https://github.com/docker/compose/blob/be8c7e6c60c6dad95527fa4a338a1490ea5f3f97/.github/workflows/merge.yml,desktop-macos,1,1
docker,compose,.github/workflows/merge.yml,main,https://github.com/docker/compose/blob/be8c7e6c60c6dad95527fa4a338a1490ea5f3f97/.github/workflows/merge.yml,desktop-windows,1,1
docker,compose,.github/workflows/merge.yml,main,https://github.com/docker/compose/blob/be8c7e6c60c6dad95527fa4a338a1490ea5f3f97/.github/workflows/merge.yml,ubuntu-22.04,0,1
docker,compose,.github/workflows/merge.yml,main,https://github.com/docker/compose/blob/be8c7e6c60c6dad95527fa4a338a1490ea5f3f97/.github/workflows/merge.yml,ubuntu-latest,0,1
docker,compose,.github/workflows/scorecards.yml,main,https://github.com/docker/compose/blob/be8c7e6c60c6dad95527fa4a338a1490ea5f3f97/.github/workflows/scorecards.yml,ubuntu-latest,0,1
docker,compose,.github/workflows/stale.yml,main,https://github.com/docker/compose/blob/be8c7e6c60c6dad95527fa4a338a1490ea5f3f97/.github/workflows/stale.yml,ubuntu-latest,0,1
docker,dagster-poc,.github/workflows/branch_deployments.yml,main,https://github.com/docker/dagster-poc/blob/962496542964ae843dd88d338c8ee14407490f33/.github/workflows/branch_deployments.yml,ubuntu-20.04,0,1
docker,dagster-poc,.github/workflows/deploy.yml,main,https://github.com/docker/dagster-poc/blob/962496542964ae843dd88d338c8ee14407490f33/.github/workflows/deploy.yml,ubuntu-20.04,0,1
docker,desktop-action,.github/workflows/ci.yaml,main,https://github.com/docker/desktop-action/blob/70b6492577832988cce80d7bba119a2eb61ac5d6/.github/workflows/ci.yaml,ubuntu-latest,0,1
docker,desktop-cloud-provider,.github/workflows/publish.yaml,main,https://github.com/docker/desktop-cloud-provider/blob/318750d0ddd219b56d569c4e92e0da57bfeba3ef/.github/workflows/publish.yaml,ubuntu-latest,0,1
docker,docker-bench-security,.github/workflows/issues.yml,master,https://github.com/docker/docker-bench-security/blob/ff26d67f25be60fc2d82a01710ee14570b2cb9db/.github/workflows/issues.yml,ubuntu-latest,0,1
docker,docker-bench-security,.github/workflows/slsa.yml,master,https://github.com/docker/docker-bench-security/blob/ff26d67f25be60fc2d82a01710ee14570b2cb9db/.github/workflows/slsa.yml,ubuntu-latest,0,1
docker,docker-ce-packaging,.github/workflows/ci.yml,master,https://github.com/docker/docker-ce-packaging/blob/33fd879c4693cad76f77f543db6937fa0d3dc4bd/.github/workflows/ci.yml,ubuntu-24.04,0,1
docker,docker-credential-helpers,.github/workflows/build.yml,master,https://github.com/docker/docker-credential-helpers/blob/b7a754b9ffdf0e99e63ca384435bdacf4bc83e6b/.github/workflows/build.yml,macos-14,0,1
docker,docker-credential-helpers,.github/workflows/build.yml,master,https://github.com/docker/docker-credential-helpers/blob/b7a754b9ffdf0e99e63ca384435bdacf4bc83e6b/.github/workflows/build.yml,macos-15,0,1
docker,docker-credential-helpers,.github/workflows/build.yml,master,https://github.com/docker/docker-credential-helpers/blob/b7a754b9ffdf0e99e63ca384435bdacf4bc83e6b/.github/workflows/build.yml,macos-15-intel,1,1
docker,docker-credential-helpers,.github/workflows/build.yml,master,https://github.com/docker/docker-credential-helpers/blob/b7a754b9ffdf0e99e63ca384435bdacf4bc83e6b/.github/workflows/build.yml,ubuntu-22.04,0,1
docker,docker-credential-helpers,.github/workflows/build.yml,master,https://github.com/docker/docker-credential-helpers/blob/b7a754b9ffdf0e99e63ca384435bdacf4bc83e6b/.github/workflows/build.yml,ubuntu-24.04,0,1
