org,repo,workflow,fork,archived,stars,visibility,ref,ref_type,ref_resolved_to,ref_resolved_type,workflow_type,workflow_url,jobs_count,workflow_status,parent_workflows,event_triggers
docker,hub-mcp,.github/workflows/release.yml,0,0,82,public,main,branch,2ff4b20e40bba93c8002ff8aa4fb10f66c95943a,commit,workflow,https://github.com/docker/hub-mcp/blob/2ff4b20e40bba93c8002ff8aa4fb10f66c95943a/.github/workflows/release.yml,1,,,"push,workflow_dispatch"
docker,hub-mcp,.github/workflows/scorecard.yml,0,0,82,public,main,branch,2ff4b20e40bba93c8002ff8aa4fb10f66c95943a,commit,workflow,https://github.com/docker/hub-mcp/blob/2ff4b20e40bba93c8002ff8aa4fb10f66c95943a/.github/workflows/scorecard.yml,1,,,"branch_protection_rule,schedule,push"
docker,hub-mcp,.github/workflows/tools-list.yml,0,0,82,public,main,branch,2ff4b20e40bba93c8002ff8aa4fb10f66c95943a,commit,workflow,https://github.com/docker/hub-mcp/blob/2ff4b20e40bba93c8002ff8aa4fb10f66c95943a/.github/workflows/tools-list.yml,1,,,pull_request
docker,hub-tool,.github/workflows/build-pr.yml,0,0,361,public,main,branch,74bc560cdbc56bd232c49033c2f37194b7b40e62,commit,workflow,https://github.com/docker/hub-tool/blob/74bc560cdbc56bd232c49033c2f37194b7b40e62/.github/workflows/build-pr.yml,2,,,pull_request
docker,hub-tool,.github/workflows/release-weekly-build.yml,0,0,361,public,main,branch,74bc560cdbc56bd232c49033c2f37194b7b40e62,commit,workflow,https://github.com/docker/hub-tool/blob/74bc560cdbc56bd232c49033c2f37194b7b40e62/.github/workflows/release-weekly-build.yml,4,,,"schedule,workflow_dispatch"
docker,inference-engine-vllm,.github/workflows/build.yml,0,0,2,public,main,branch,1825fc802ecb14314a13c7cea898ec97328989ff,commit,workflow,https://github.com/docker/inference-engine-vllm/blob/1825fc802ecb14314a13c7cea898ec97328989ff/.github/workflows/build.yml,2,,,"push,pull_request,workflow_dispatch"
docker,kind,.github/workflows/docker.yaml,1,0,2,public,main,branch,b25a6ed649a1707e2ea78d9b5c2ddc23d42127da,commit,workflow,https://github.com/docker/kind/blob/b25a6ed649a1707e2ea78d9b5c2ddc23d42127da/.github/workflows/docker.yaml,1,,,"workflow_dispatch,pull_request"
docker,kind,.github/workflows/nerdctl.yaml,1,0,2,public,main,branch,b25a6ed649a1707e2ea78d9b5c2ddc23d42127da,commit,workflow,https://github.com/docker/kind/blob/b25a6ed649a1707e2ea78d9b5c2ddc23d42127da/.github/workflows/nerdctl.yaml,1,,,"workflow_dispatch,pull_request"
docker,kind,.github/workflows/podman.yml,1,0,2,public,main,branch,b25a6ed649a1707e2ea78d9b5c2ddc23d42127da,commit,workflow,https://github.com/docker/kind/blob/b25a6ed649a1707e2ea78d9b5c2ddc23d42127da/.github/workflows/podman.yml,1,,,"workflow_dispatch,pull_request"
docker,kind,.github/workflows/vm.yaml,1,0,2,public,main,branch,b25a6ed649a1707e2ea78d9b5c2ddc23d42127da,commit,workflow,https://github.com/docker/kind/blob/b25a6ed649a1707e2ea78d9b5c2ddc23d42127da/.github/workflows/vm.yaml,1,,,"workflow_dispatch,pull_request"
