third_party_org_name,third_party_repo_name,third_party_ref,third_party_repo_fullname,third_party_ref_type,third_party_url,third_party_archived,third_parth_forked,third_party_stars,repo_name,workflow_path,workflow_type,visibility,archived,forked,reusable_workflow,workflow_url,repo_url
actions,checkout,f43a0e5ff2bd294095638e18286ca9a3d1956744,actions/checkout@f43a0e5ff2bd294095638e18286ca9a3d1956744,commit,https://github.com/actions/checkout/blob/f43a0e5ff2bd294095638e18286ca9a3d1956744/action.yml,0,0,8019,babashka-pod-docker,release.yml,workflow,public,0,0,0,https://github.com/docker/babashka-pod-docker/blob/main/.github/workflows/release.yml,https://github.com/docker/babashka-pod-docker
actions,checkout,de0fac2e4500dabe0009e67214ff5f5447ce83dd,actions/checkout@de0fac2e4500dabe0009e67214ff5f5447ce83dd,commit,https://github.com/actions/checkout/blob/de0fac2e4500dabe0009e67214ff5f5447ce83dd/action.yml,0,0,8019,bake-action,ci-subaction.yml,action,public,0,0,0,https://github.com/docker/bake-action/blob/master/.github/workflows/ci-subaction.yml,https://github.com/docker/bake-action
actions,checkout,de0fac2e4500dabe0009e67214ff5f5447ce83dd,actions/checkout@de0fac2e4500dabe0009e67214ff5f5447ce83dd,commit,https://github.com/actions/checkout/blob/de0fac2e4500dabe0009e67214ff5f5447ce83dd/action.yml,0,0,8019,bake-action,ci.yml,workflow,public,0,0,0,https://github.com/docker/bake-action/blob/master/.github/workflows/ci.yml,https://github.com/docker/bake-action
actions,checkout,de0fac2e4500dabe0009e67214ff5f5447ce83dd,actions/checkout@de0fac2e4500dabe0009e67214ff5f5447ce83dd,commit,https://github.com/actions/checkout/blob/de0fac2e4500dabe0009e67214ff5f5447ce83dd/action.yml,0,0,8019,bake-action,codeql.yml,workflow,public,0,0,0,https://github.com/docker/bake-action/blob/master/.github/workflows/codeql.yml,https://github.com/docker/bake-action
actions,checkout,de0fac2e4500dabe0009e67214ff5f5447ce83dd,actions/checkout@de0fac2e4500dabe0009e67214ff5f5447ce83dd,commit,https://github.com/actions/checkout/blob/de0fac2e4500dabe0009e67214ff5f5447ce83dd/action.yml,0,0,8019,bake-action,publish.yml,workflow,public,0,0,0,https://github.com/docker/bake-action/blob/master/.github/workflows/publish.yml,https://github.com/docker/bake-action
actions,checkout,de0fac2e4500dabe0009e67214ff5f5447ce83dd,actions/checkout@de0fac2e4500dabe0009e67214ff5f5447ce83dd,commit,https://github.com/actions/checkout/blob/de0fac2e4500dabe0009e67214ff5f5447ce83dd/action.yml,0,0,8019,bake-action,test.yml,workflow,public,0,0,0,https://github.com/docker/bake-action/blob/master/.github/workflows/test.yml,https://github.com/docker/bake-action
actions,checkout,de0fac2e4500dabe0009e67214ff5f5447ce83dd,actions/checkout@de0fac2e4500dabe0009e67214ff5f5447ce83dd,commit,https://github.com/actions/checkout/blob/de0fac2e4500dabe0009e67214ff5f5447ce83dd/action.yml,0,0,8019,bake-action,update-dist.yml,workflow,public,0,0,0,https://github.com/docker/bake-action/blob/master/.github/workflows/update-dist.yml,https://github.com/docker/bake-action
actions,checkout,de0fac2e4500dabe0009e67214ff5f5447ce83dd,actions/checkout@de0fac2e4500dabe0009e67214ff5f5447ce83dd,commit,https://github.com/actions/checkout/blob/de0fac2e4500dabe0009e67214ff5f5447ce83dd/action.yml,0,0,8019,bake-action,validate.yml,workflow,public,0,0,0,https://github.com/docker/bake-action/blob/master/.github/workflows/validate.yml,https://github.com/docker/bake-action
actions,checkout,de0fac2e4500dabe0009e67214ff5f5447ce83dd,actions/checkout@de0fac2e4500dabe0009e67214ff5f5447ce83dd,commit,https://github.com/actions/checkout/blob/de0fac2e4500dabe0009e67214ff5f5447ce83dd/action.yml,0,0,8019,bake-action,zizmor.yml,workflow,public,0,0,0,https://github.com/docker/bake-action/blob/master/.github/workflows/zizmor.yml,https://github.com/docker/bake-action
actions,checkout,f43a0e5ff2bd294095638e18286ca9a3d1956744,actions/checkout@f43a0e5ff2bd294095638e18286ca9a3d1956744,commit,https://github.com/actions/checkout/blob/f43a0e5ff2bd294095638e18286ca9a3d1956744/action.yml,0,0,8019,base-cli-plugin,go.yml,workflow,public,0,0,0,https://github.com/docker/base-cli-plugin/blob/main/.github/workflows/go.yml,https://github.com/docker/base-cli-plugin
actions,checkout,f43a0e5ff2bd294095638e18286ca9a3d1956744,actions/checkout@f43a0e5ff2bd294095638e18286ca9a3d1956744,commit,https://github.com/actions/checkout/blob/f43a0e5ff2bd294095638e18286ca9a3d1956744/action.yml,0,0,8019,base-cli-plugin,goreleaser.yaml,workflow,public,0,0,0,https://github.com/docker/base-cli-plugin/blob/main/.github/workflows/goreleaser.yaml,https://github.com/docker/base-cli-plugin
actions,checkout,de0fac2e4500dabe0009e67214ff5f5447ce83dd,actions/checkout@de0fac2e4500dabe0009e67214ff5f5447ce83dd,commit,https://github.com/actions/checkout/blob/de0fac2e4500dabe0009e67214ff5f5447ce83dd/action.yml,0,0,8019,build-push-action,.e2e-run.yml,workflow,public,0,0,1,https://github.com/docker/build-push-action/blob/master/.github/workflows/.e2e-run.yml,https://github.com/docker/build-push-action
actions,checkout,de0fac2e4500dabe0009e67214ff5f5447ce83dd,actions/checkout@de0fac2e4500dabe0009e67214ff5f5447ce83dd,commit,https://github.com/actions/checkout/blob/de0fac2e4500dabe0009e67214ff5f5447ce83dd/action.yml,0,0,8019,build-push-action,ci.yml,workflow,public,0,0,0,https://github.com/docker/build-push-action/blob/master/.github/workflows/ci.yml,https://github.com/docker/build-push-action
actions,checkout,de0fac2e4500dabe0009e67214ff5f5447ce83dd,actions/checkout@de0fac2e4500dabe0009e67214ff5f5447ce83dd,commit,https://github.com/actions/checkout/blob/de0fac2e4500dabe0009e67214ff5f5447ce83dd/action.yml,0,0,8019,build-push-action,codeql.yml,workflow,public,0,0,0,https://github.com/docker/build-push-action/blob/master/.github/workflows/codeql.yml,https://github.com/docker/build-push-action
actions,checkout,de0fac2e4500dabe0009e67214ff5f5447ce83dd,actions/checkout@de0fac2e4500dabe0009e67214ff5f5447ce83dd,commit,https://github.com/actions/checkout/blob/de0fac2e4500dabe0009e67214ff5f5447ce83dd/action.yml,0,0,8019,build-push-action,e2e.yml,workflow,public,0,0,0,https://github.com/docker/build-push-action/blob/master/.github/workflows/e2e.yml,https://github.com/docker/build-push-action
actions,checkout,de0fac2e4500dabe0009e67214ff5f5447ce83dd,actions/checkout@de0fac2e4500dabe0009e67214ff5f5447ce83dd,commit,https://github.com/actions/checkout/blob/de0fac2e4500dabe0009e67214ff5f5447ce83dd/action.yml,0,0,8019,build-push-action,publish.yml,workflow,public,0,0,0,https://github.com/docker/build-push-action/blob/master/.github/workflows/publish.yml,https://github.com/docker/build-push-action
