repo_name,workflow_path,workflow_type,variable_name,variable_type,variable_location,visibility,archived,forked,reusable_workflow,workflow_url,repo_url
mcp-registry,auto-merge-pins.yaml,workflow,MCP_REGISTRY_BOT_PRIVATE_KEY,secret,step,public,0,0,0,https://github.com/docker/mcp-registry/blob/main/.github/workflows/auto-merge-pins.yaml,https://github.com/docker/mcp-registry
mcp-registry,security-review-changes.yaml,workflow,MCP_REGISTRY_BOT_PRIVATE_KEY,secret,step,public,0,0,0,https://github.com/docker/mcp-registry/blob/main/.github/workflows/security-review-changes.yaml,https://github.com/docker/mcp-registry
mcp-registry,security-review-manual.yaml,workflow,MCP_REGISTRY_BOT_PRIVATE_KEY,secret,step,public,0,0,0,https://github.com/docker/mcp-registry/blob/main/.github/workflows/security-review-manual.yaml,https://github.com/docker/mcp-registry
mcp-registry,security-review-trigger.yaml,workflow,MCP_REGISTRY_BOT_PRIVATE_KEY,secret,step,public,0,0,0,https://github.com/docker/mcp-registry/blob/main/.github/workflows/security-review-trigger.yaml,https://github.com/docker/mcp-registry
mcp-registry,update-pins.yaml,workflow,MCP_REGISTRY_BOT_PRIVATE_KEY,secret,step,public,0,0,0,https://github.com/docker/mcp-registry/blob/main/.github/workflows/update-pins.yaml,https://github.com/docker/mcp-registry
cagent-action,review-pr.yml,workflow,MISTRAL_API_KEY,secret,step,public,0,0,1,https://github.com/docker/cagent-action/blob/main/.github/workflows/review-pr.yml,https://github.com/docker/cagent-action
cagent-action,test-e2e-reviewer.yml,workflow,MISTRAL_API_KEY,secret,job,public,0,0,0,https://github.com/docker/cagent-action/blob/main/.github/workflows/test-e2e-reviewer.yml,https://github.com/docker/cagent-action
docker-agent-action,review-pr.yml,workflow,MISTRAL_API_KEY,secret,step,public,0,0,1,https://github.com/docker/docker-agent-action/blob/main/.github/workflows/review-pr.yml,https://github.com/docker/docker-agent-action
docker-agent-action,test-e2e-reviewer.yml,workflow,MISTRAL_API_KEY,secret,job,public,0,0,0,https://github.com/docker/docker-agent-action/blob/main/.github/workflows/test-e2e-reviewer.yml,https://github.com/docker/docker-agent-action
cagent-action,review-pr.yml,workflow,MISTRAL_API_KEY,secret,step,public,0,0,1,https://github.com/docker/cagent-action/blob/3f5dc9969f307d3c76acb7e9ccaefdd96bd62f4b/.github/workflows/review-pr.yml,https://github.com/docker/cagent-action
cagent-action,review-pr.yml,workflow,MISTRAL_API_KEY,secret,step,public,0,0,1,https://github.com/docker/cagent-action/blob/2369328cd25777eb0a4ff959a399b6d1a5204fc7/.github/workflows/review-pr.yml,https://github.com/docker/cagent-action
cagent-action,review-pr.yml,workflow,MISTRAL_API_KEY,secret,step,public,0,0,1,https://github.com/docker/cagent-action/blob/0498757af1c50b084f763d626f571918cf317509/.github/workflows/review-pr.yml,https://github.com/docker/cagent-action
cagent-action,review-pr.yml,workflow,MISTRAL_API_KEY,secret,step,public,0,0,1,https://github.com/docker/cagent-action/blob/f208610469d69f20983cad64c577949a132caa33/.github/workflows/review-pr.yml,https://github.com/docker/cagent-action
cagent-action,review-pr.yml,workflow,MISTRAL_API_KEY,secret,step,public,0,0,1,https://github.com/docker/cagent-action/blob/d98096f432f2aea5091c811852c4da804e60623a/.github/workflows/review-pr.yml,https://github.com/docker/cagent-action
cagent-action,review-pr.yml,workflow,NEBIUS_API_KEY,secret,step,public,0,0,1,https://github.com/docker/cagent-action/blob/main/.github/workflows/review-pr.yml,https://github.com/docker/cagent-action
cagent-action,test-e2e-reviewer.yml,workflow,NEBIUS_API_KEY,secret,job,public,0,0,0,https://github.com/docker/cagent-action/blob/main/.github/workflows/test-e2e-reviewer.yml,https://github.com/docker/cagent-action
docker-agent-action,review-pr.yml,workflow,NEBIUS_API_KEY,secret,step,public,0,0,1,https://github.com/docker/docker-agent-action/blob/main/.github/workflows/review-pr.yml,https://github.com/docker/docker-agent-action
docker-agent-action,test-e2e-reviewer.yml,workflow,NEBIUS_API_KEY,secret,job,public,0,0,0,https://github.com/docker/docker-agent-action/blob/main/.github/workflows/test-e2e-reviewer.yml,https://github.com/docker/docker-agent-action
cagent-action,review-pr.yml,workflow,NEBIUS_API_KEY,secret,step,public,0,0,1,https://github.com/docker/cagent-action/blob/3f5dc9969f307d3c76acb7e9ccaefdd96bd62f4b/.github/workflows/review-pr.yml,https://github.com/docker/cagent-action
cagent-action,review-pr.yml,workflow,NEBIUS_API_KEY,secret,step,public,0,0,1,https://github.com/docker/cagent-action/blob/2369328cd25777eb0a4ff959a399b6d1a5204fc7/.github/workflows/review-pr.yml,https://github.com/docker/cagent-action
cagent-action,review-pr.yml,workflow,NEBIUS_API_KEY,secret,step,public,0,0,1,https://github.com/docker/cagent-action/blob/0498757af1c50b084f763d626f571918cf317509/.github/workflows/review-pr.yml,https://github.com/docker/cagent-action
cagent-action,review-pr.yml,workflow,NEBIUS_API_KEY,secret,step,public,0,0,1,https://github.com/docker/cagent-action/blob/f208610469d69f20983cad64c577949a132caa33/.github/workflows/review-pr.yml,https://github.com/docker/cagent-action
cagent-action,review-pr.yml,workflow,NEBIUS_API_KEY,secret,step,public,0,0,1,https://github.com/docker/cagent-action/blob/d98096f432f2aea5091c811852c4da804e60623a/.github/workflows/review-pr.yml,https://github.com/docker/cagent-action
node-sdk,release.yml,workflow,NPM_PUBLISH_TOKEN,secret,step,public,0,0,0,https://github.com/docker/node-sdk/blob/main/.github/workflows/release.yml,https://github.com/docker/node-sdk
mcp-inspector,main.yml,workflow,NPM_TOKEN,secret,step,public,0,1,0,https://github.com/docker/mcp-inspector/blob/main/.github/workflows/main.yml,https://github.com/docker/mcp-inspector
unleash-proxy,release.yml,workflow,NPM_TOKEN,secret,step,public,0,1,0,https://github.com/docker/unleash-proxy/blob/main/.github/workflows/release.yml,https://github.com/docker/unleash-proxy
cagent-action,review-pr.yml,workflow,OPENAI_API_KEY,secret,step,public,0,0,1,https://github.com/docker/cagent-action/blob/main/.github/workflows/review-pr.yml,https://github.com/docker/cagent-action
cagent-action,test-e2e-reviewer.yml,workflow,OPENAI_API_KEY,secret,job,public,0,0,0,https://github.com/docker/cagent-action/blob/main/.github/workflows/test-e2e-reviewer.yml,https://github.com/docker/cagent-action
cagent-action,test-e2e-reviewer.yml,workflow,OPENAI_API_KEY,secret,step,public,0,0,0,https://github.com/docker/cagent-action/blob/main/.github/workflows/test-e2e-reviewer.yml,https://github.com/docker/cagent-action
cagent-action,test-e2e.yml,workflow,OPENAI_API_KEY,secret,step,public,0,0,0,https://github.com/docker/cagent-action/blob/main/.github/workflows/test-e2e.yml,https://github.com/docker/cagent-action
