org,repo,workflow,fork,archived,stars,visibility,ref,ref_type,ref_resolved_to,ref_resolved_type,workflow_type,workflow_url,jobs_count,workflow_status,parent_workflows,event_triggers
awslabs,amazon-bedrock-agentcore-samples,.github/workflows/codeql.yml,0,0,1138,public,main,branch,29abcb2c3113dd594342a05b3aaba1bc6ae5a522,commit,workflow,https://github.com/awslabs/amazon-bedrock-agentcore-samples/blob/29abcb2c3113dd594342a05b3aaba1bc6ae5a522/.github/workflows/codeql.yml,1,,,"push,pull_request,schedule"
awslabs,amazon-bedrock-agentcore-samples,.github/workflows/dependabot.yml,0,0,1138,public,main,branch,29abcb2c3113dd594342a05b3aaba1bc6ae5a522,commit,workflow,https://github.com/awslabs/amazon-bedrock-agentcore-samples/blob/29abcb2c3113dd594342a05b3aaba1bc6ae5a522/.github/workflows/dependabot.yml,1,,,pull_request
awslabs,amazon-bedrock-agentcore-samples,.github/workflows/js-lint.yml,0,0,1138,public,main,branch,29abcb2c3113dd594342a05b3aaba1bc6ae5a522,commit,workflow,https://github.com/awslabs/amazon-bedrock-agentcore-samples/blob/29abcb2c3113dd594342a05b3aaba1bc6ae5a522/.github/workflows/js-lint.yml,1,,,pull_request
awslabs,amazon-bedrock-agentcore-samples,.github/workflows/label.yml,0,0,1138,public,main,branch,29abcb2c3113dd594342a05b3aaba1bc6ae5a522,commit,workflow,https://github.com/awslabs/amazon-bedrock-agentcore-samples/blob/29abcb2c3113dd594342a05b3aaba1bc6ae5a522/.github/workflows/label.yml,1,,,pull_request_target
awslabs,amazon-bedrock-agentcore-samples,.github/workflows/python-lint.yml,0,0,1138,public,main,branch,29abcb2c3113dd594342a05b3aaba1bc6ae5a522,commit,workflow,https://github.com/awslabs/amazon-bedrock-agentcore-samples/blob/29abcb2c3113dd594342a05b3aaba1bc6ae5a522/.github/workflows/python-lint.yml,1,,,pull_request
awslabs,amazon-datazone-mcp-server,.github/workflows/bandit.yml,0,0,2,public,main,branch,d494ebb6bae4c09422dd2b7ec977467d239e59da,commit,workflow,https://github.com/awslabs/amazon-datazone-mcp-server/blob/d494ebb6bae4c09422dd2b7ec977467d239e59da/.github/workflows/bandit.yml,0,error,,
awslabs,amazon-datazone-mcp-server,.github/workflows/cfn_nag.yml,0,0,2,public,main,branch,d494ebb6bae4c09422dd2b7ec977467d239e59da,commit,workflow,https://github.com/awslabs/amazon-datazone-mcp-server/blob/d494ebb6bae4c09422dd2b7ec977467d239e59da/.github/workflows/cfn_nag.yml,1,,,"push,pull_request,workflow_dispatch"
awslabs,amazon-datazone-mcp-server,.github/workflows/check-license-header.yml,0,0,2,public,main,branch,d494ebb6bae4c09422dd2b7ec977467d239e59da,commit,workflow,https://github.com/awslabs/amazon-datazone-mcp-server/blob/d494ebb6bae4c09422dd2b7ec977467d239e59da/.github/workflows/check-license-header.yml,1,,,push
awslabs,amazon-datazone-mcp-server,.github/workflows/checkov.yml,0,0,2,public,main,branch,d494ebb6bae4c09422dd2b7ec977467d239e59da,commit,workflow,https://github.com/awslabs/amazon-datazone-mcp-server/blob/d494ebb6bae4c09422dd2b7ec977467d239e59da/.github/workflows/checkov.yml,1,,,"push,pull_request,workflow_dispatch"
awslabs,amazon-datazone-mcp-server,.github/workflows/codeql.yml,0,0,2,public,main,branch,d494ebb6bae4c09422dd2b7ec977467d239e59da,commit,workflow,https://github.com/awslabs/amazon-datazone-mcp-server/blob/d494ebb6bae4c09422dd2b7ec977467d239e59da/.github/workflows/codeql.yml,1,,,"push,pull_request,schedule"
awslabs,amazon-datazone-mcp-server,.github/workflows/dependency-review-action.yml,0,0,2,public,main,branch,d494ebb6bae4c09422dd2b7ec977467d239e59da,commit,action,https://github.com/awslabs/amazon-datazone-mcp-server/blob/d494ebb6bae4c09422dd2b7ec977467d239e59da/.github/workflows/dependency-review-action.yml,1,,,
