repo_name,workflow_path,workflow_type,variable_name,variable_type,variable_location,visibility,archived,forked,reusable_workflow,workflow_url,repo_url
aws-sdk-swift,repo-sync.yml,workflow,GIT_SYNC_DESTINATION_PRIVATE_DEPLOY_KEY,secret,step,public,0,0,0,https://github.com/awslabs/aws-sdk-swift/blob/main/.github/workflows/repo-sync.yml,https://github.com/awslabs/aws-sdk-swift
aws-sdk-swift,repo-sync.yml,workflow,GIT_SYNC_DESTINATION_REPO,secret,step,public,0,0,0,https://github.com/awslabs/aws-sdk-swift/blob/main/.github/workflows/repo-sync.yml,https://github.com/awslabs/aws-sdk-swift
aws-sdk-swift,repo-sync.yml,workflow,GIT_SYNC_SOURCE_REPO,secret,step,public,0,0,0,https://github.com/awslabs/aws-sdk-swift/blob/main/.github/workflows/repo-sync.yml,https://github.com/awslabs/aws-sdk-swift
generative-ai-cdk-constructs,release.yml,workflow,GO_GITHUB_TOKEN,secret,step,public,0,0,0,https://github.com/awslabs/generative-ai-cdk-constructs/blob/main/.github/workflows/release.yml,https://github.com/awslabs/generative-ai-cdk-constructs
analytics-accelerator-s3,release.yml,workflow,GPG_KEY_ID,secret,step,public,0,0,0,https://github.com/awslabs/analytics-accelerator-s3/blob/main/.github/workflows/release.yml,https://github.com/awslabs/analytics-accelerator-s3
aws-postgresql-jdbc,maven_release.yml,workflow,GPG_KEY_ID,secret,step,public,0,0,0,https://github.com/awslabs/aws-postgresql-jdbc/blob/main/.github/workflows/maven_release.yml,https://github.com/awslabs/aws-postgresql-jdbc
aws-mysql-jdbc,maven_release.yml,workflow,GPG_KEY_ID,secret,step,public,0,0,0,https://github.com/awslabs/aws-mysql-jdbc/blob/main/.github/workflows/maven_release.yml,https://github.com/awslabs/aws-mysql-jdbc
aws-mysql-jdbc,maven_snapshot.yml,workflow,GPG_KEY_ID,secret,step,public,0,0,0,https://github.com/awslabs/aws-mysql-jdbc/blob/main/.github/workflows/maven_snapshot.yml,https://github.com/awslabs/aws-mysql-jdbc
mcp,aws-api-mcp-upgrade-version.yml,workflow,GPG_KEY_ID,secret,step,public,0,0,0,https://github.com/awslabs/mcp/blob/main/.github/workflows/aws-api-mcp-upgrade-version.yml,https://github.com/awslabs/mcp
mcp,release-initiate-branch.yml,workflow,GPG_KEY_ID,secret,step,public,0,0,0,https://github.com/awslabs/mcp/blob/main/.github/workflows/release-initiate-branch.yml,https://github.com/awslabs/mcp
