parent_org,parent_repo,parent_workflow,parent_ref,parent_ref_type,parent_fork,parent_archived,parent_job,parent_step,parent_url,missing_org,missing_repomissing_workflow,missing_ref,missing_external,missing_url
awslabs,landing-zone-accelerator-on-aws,.github/workflows/docs.yml,release/v1.13.1,branch,0,0,https://github.com/awslabs/landing-zone-accelerator-on-aws/blob/596d3f0e67540a42e61545acc6f87137ccb8ba68/.github/workflows/docs.yml,check-links,2,awslabs,landing-zone-accelerator-on-aws,actions/check-broken-links,release/v1.13.1,0,https://github.com/awslabs/landing-zone-accelerator-on-aws/blob/596d3f0e67540a42e61545acc6f87137ccb8ba68/actions/check-broken-links
