org,repo,workflow,ref,url,name,type
awslabs,mountpoint-s3,.github/workflows/integration.yml,main,https://github.com/awslabs/mountpoint-s3/blob/5502a861ee11eaa6dc61aa8e711262b2d4388d8c/.github/workflows/integration.yml,S3_EXPRESS_ONE_ZONE_ENDPOINT_URL,variable
awslabs,mountpoint-s3,.github/workflows/integration.yml,main,https://github.com/awslabs/mountpoint-s3/blob/5502a861ee11eaa6dc61aa8e711262b2d4388d8c/.github/workflows/integration.yml,S3_REGION,variable
awslabs,mountpoint-s3,.github/workflows/integration.yml,main,https://github.com/awslabs/mountpoint-s3/blob/5502a861ee11eaa6dc61aa8e711262b2d4388d8c/.github/workflows/integration.yml,S3_BUCKET_TEST_PREFIX,variable
awslabs,mountpoint-s3,.github/workflows/integration.yml,main,https://github.com/awslabs/mountpoint-s3/blob/5502a861ee11eaa6dc61aa8e711262b2d4388d8c/.github/workflows/integration.yml,S3_FORBIDDEN_BUCKET_NAME,variable
awslabs,mountpoint-s3,.github/workflows/integration.yml,main,https://github.com/awslabs/mountpoint-s3/blob/5502a861ee11eaa6dc61aa8e711262b2d4388d8c/.github/workflows/integration.yml,S3_SUBSESSION_IAM_ROLE,variable
awslabs,mountpoint-s3,.github/workflows/integration.yml,main,https://github.com/awslabs/mountpoint-s3/blob/5502a861ee11eaa6dc61aa8e711262b2d4388d8c/.github/workflows/integration.yml,S3_ACCESS_POINT_ALIAS,variable
awslabs,mountpoint-s3,.github/workflows/integration.yml,main,https://github.com/awslabs/mountpoint-s3/blob/5502a861ee11eaa6dc61aa8e711262b2d4388d8c/.github/workflows/integration.yml,S3_ACCESS_POINT_ARN,variable
awslabs,mountpoint-s3,.github/workflows/integration.yml,main,https://github.com/awslabs/mountpoint-s3/blob/5502a861ee11eaa6dc61aa8e711262b2d4388d8c/.github/workflows/integration.yml,S3_OLAP_ALIAS,variable
awslabs,mountpoint-s3,.github/workflows/integration.yml,main,https://github.com/awslabs/mountpoint-s3/blob/5502a861ee11eaa6dc61aa8e711262b2d4388d8c/.github/workflows/integration.yml,S3_OLAP_ARN,variable
awslabs,mountpoint-s3,.github/workflows/integration.yml,main,https://github.com/awslabs/mountpoint-s3/blob/5502a861ee11eaa6dc61aa8e711262b2d4388d8c/.github/workflows/integration.yml,S3_MRAP_ARN,variable
awslabs,mountpoint-s3,.github/workflows/integration.yml,main,https://github.com/awslabs/mountpoint-s3/blob/5502a861ee11eaa6dc61aa8e711262b2d4388d8c/.github/workflows/integration.yml,S3_BUCKET_OWNER,variable
awslabs,mountpoint-s3,.github/workflows/integration.yml,main,https://github.com/awslabs/mountpoint-s3/blob/5502a861ee11eaa6dc61aa8e711262b2d4388d8c/.github/workflows/integration.yml,S3_EXPRESS_ONE_ZONE_BUCKET_NAME_EXTERNAL,variable
awslabs,mountpoint-s3,.github/workflows/integration.yml,main,https://github.com/awslabs/mountpoint-s3/blob/5502a861ee11eaa6dc61aa8e711262b2d4388d8c/.github/workflows/integration.yml,KMS_TEST_KEY_ID,variable
awslabs,mountpoint-s3,.github/workflows/integration.yml,main,https://github.com/awslabs/mountpoint-s3/blob/5502a861ee11eaa6dc61aa8e711262b2d4388d8c/.github/workflows/integration.yml,S3_EXPRESS_ONE_ZONE_BUCKET_NAME_SSE_KMS,variable
awslabs,mountpoint-s3,.github/workflows/integration.yml,main,https://github.com/awslabs/mountpoint-s3/blob/5502a861ee11eaa6dc61aa8e711262b2d4388d8c/.github/workflows/integration.yml,ACTIONS_IAM_ROLE,variable
awslabs,mountpoint-s3-csi-driver,.github/workflows/e2e-tests.yaml,main,https://github.com/awslabs/mountpoint-s3-csi-driver/blob/a4128b783760f3c2d5ff7e13e22b3c3a516ac58d/.github/workflows/e2e-tests.yaml,BENCHMARK_BUCKET,variable
awslabs,mountpoint-s3-csi-driver,.github/workflows/e2e-tests.yaml,main,https://github.com/awslabs/mountpoint-s3-csi-driver/blob/a4128b783760f3c2d5ff7e13e22b3c3a516ac58d/.github/workflows/e2e-tests.yaml,AWS_REGION,variable
