action_org,action_repo,action_workflow,action_fork,action_archived,action_stars,action_trusted_org,action_deprecated,action_ref,action_ref_type,action_ref_resolved_to,action_ref_resolved_type,action_url,parent_org,parent_repo,parent_workflow,parent_fork,parent_archived,parent_ref,parent_ref_type,parent_url
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,details-menu-element,.github/workflows/publish.yml,0,0,main,branch,https://github.com/github/details-menu-element/blob/3f74fb2ee131ea2a562a876eabe2b0008e706f0a/.github/workflows/publish.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,generate-dependabot-glob-action,.github/workflows/generate_dependabot.yml,1,0,main,branch,https://github.com/github/generate-dependabot-glob-action/blob/9dd692bbbd6f1fad31d55e08afd7b1fb4dee5ff7/.github/workflows/generate_dependabot.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,generate-dependabot-glob-action,.github/workflows/release.yml,1,0,main,branch,https://github.com/github/generate-dependabot-glob-action/blob/9dd692bbbd6f1fad31d55e08afd7b1fb4dee5ff7/.github/workflows/release.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,hotkey,.github/workflows/nodejs.yml,0,0,main,branch,https://github.com/github/hotkey/blob/a991102d81fdeecb439cb6609e42bafdf7a8ad1c/.github/workflows/nodejs.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,hotkey,.github/workflows/publish-pages.yml,0,0,main,branch,https://github.com/github/hotkey/blob/a991102d81fdeecb439cb6609e42bafdf7a8ad1c/.github/workflows/publish-pages.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,hotkey,.github/workflows/publish.yml,0,0,main,branch,https://github.com/github/hotkey/blob/a991102d81fdeecb439cb6609e42bafdf7a8ad1c/.github/workflows/publish.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,include-fragment-element,.github/workflows/nodejs.yml,0,0,main,branch,https://github.com/github/include-fragment-element/blob/2deafd83af76ca501b4e2ce8193e36f384772693/.github/workflows/nodejs.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,include-fragment-element,.github/workflows/publish.yml,0,0,main,branch,https://github.com/github/include-fragment-element/blob/2deafd83af76ca501b4e2ce8193e36f384772693/.github/workflows/publish.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,licensed-ci,.github/workflows/licensed-ci.yml,0,1,main,branch,https://github.com/github/licensed-ci/blob/d8e35cc306489e25644e060df428646680a2ce7b/.github/workflows/licensed-ci.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,licensed-ci,.github/workflows/test-licenses.yml,0,1,main,branch,https://github.com/github/licensed-ci/blob/d8e35cc306489e25644e060df428646680a2ce7b/.github/workflows/test-licenses.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,licensed-ci,.github/workflows/test.yml,0,1,main,branch,https://github.com/github/licensed-ci/blob/d8e35cc306489e25644e060df428646680a2ce7b/.github/workflows/test.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,memoize,.github/workflows/nodejs.yml,0,0,main,branch,https://github.com/github/memoize/blob/2223df6e1ce513c33acf1a18290bb66071522ffe/.github/workflows/nodejs.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,memoize,.github/workflows/publish.yml,0,0,main,branch,https://github.com/github/memoize/blob/2223df6e1ce513c33acf1a18290bb66071522ffe/.github/workflows/publish.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,mini-throttle,.github/workflows/node.js.yml,0,0,main,branch,https://github.com/github/mini-throttle/blob/18af7ba6b0d1f5c59861e90b886351c9d73d3815/.github/workflows/node.js.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,mini-throttle,.github/workflows/publish.yml,0,0,main,branch,https://github.com/github/mini-throttle/blob/18af7ba6b0d1f5c59861e90b886351c9d73d3815/.github/workflows/publish.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,multimap,.github/workflows/nodejs.yml,0,0,master,branch,https://github.com/github/multimap/blob/905dd39ec9e6e05c78fa22eabbdf903f501f8a2b/.github/workflows/nodejs.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,multimap,.github/workflows/publish.yml,0,0,master,branch,https://github.com/github/multimap/blob/905dd39ec9e6e05c78fa22eabbdf903f501f8a2b/.github/workflows/publish.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,privileged-requester,.github/workflows/package-check.yml,0,1,main,branch,https://github.com/github/privileged-requester/blob/0fc093db01604ed217b959159ed0d8285cd4f9ca/.github/workflows/package-check.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,quote-selection,.github/workflows/nodejs.yml,0,0,main,branch,https://github.com/github/quote-selection/blob/0e9693760e8ddfef2c91f01ad2cdf0ee37f0d878/.github/workflows/nodejs.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,quote-selection,.github/workflows/publish.yml,0,0,main,branch,https://github.com/github/quote-selection/blob/0e9693760e8ddfef2c91f01ad2cdf0ee37f0d878/.github/workflows/publish.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,remote-form,.github/workflows/nodejs.yml,0,0,main,branch,https://github.com/github/remote-form/blob/8579c8568452b44d6c53698c761968b58ca3e494/.github/workflows/nodejs.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,remote-form,.github/workflows/publish.yml,0,0,main,branch,https://github.com/github/remote-form/blob/8579c8568452b44d6c53698c761968b58ca3e494/.github/workflows/publish.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,request-marketplace-action,.github/workflows/approve-or-deny-request.yml,0,0,main,branch,https://github.com/github/request-marketplace-action/blob/521012665014d9604531a412699fdbc6712e1e16/.github/workflows/approve-or-deny-request.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,request-marketplace-action,.github/workflows/initialize-request.yml,0,0,main,branch,https://github.com/github/request-marketplace-action/blob/521012665014d9604531a412699fdbc6712e1e16/.github/workflows/initialize-request.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,request-marketplace-action,.github/workflows/pr.yml,0,0,main,branch,https://github.com/github/request-marketplace-action/blob/521012665014d9604531a412699fdbc6712e1e16/.github/workflows/pr.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,request-marketplace-action,.github/workflows/test.yml,0,0,main,branch,https://github.com/github/request-marketplace-action/blob/521012665014d9604531a412699fdbc6712e1e16/.github/workflows/test.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,rest-api-description,.github/workflows/linter.yml,0,0,main,branch,https://github.com/github/rest-api-description/blob/45124e4c9ec27bbbfa40dd67c1b8d8341099195f/.github/workflows/linter.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,safe-settings,.github/workflows/create-pre-release.yml,0,0,main-enterprise,branch,https://github.com/github/safe-settings/blob/594f3c706de6c4ddafb1a86dfa7468f19337e54f/.github/workflows/create-pre-release.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,safe-settings,.github/workflows/create-release.yml,0,0,main-enterprise,branch,https://github.com/github/safe-settings/blob/594f3c706de6c4ddafb1a86dfa7468f19337e54f/.github/workflows/create-release.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,safe-settings,.github/workflows/node-ci.yml,0,0,main-enterprise,branch,https://github.com/github/safe-settings/blob/594f3c706de6c4ddafb1a86dfa7468f19337e54f/.github/workflows/node-ci.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,safe-settings,.github/workflows/rc-release.yml,0,0,main-enterprise,branch,https://github.com/github/safe-settings/blob/594f3c706de6c4ddafb1a86dfa7468f19337e54f/.github/workflows/rc-release.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,session-resume,.github/workflows/nodejs.yml,0,0,main,branch,https://github.com/github/session-resume/blob/eec6da909d1fec946d0c73cc5eda725647f0318a/.github/workflows/nodejs.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,session-resume,.github/workflows/publish.yml,0,0,main,branch,https://github.com/github/session-resume/blob/eec6da909d1fec946d0c73cc5eda725647f0318a/.github/workflows/publish.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,setup-licensed,.github/workflows/licensed-ci.yaml,0,1,main,branch,https://github.com/github/setup-licensed/blob/24a0262590955d48488dfcc5248ebeb2654b9031/.github/workflows/licensed-ci.yaml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,setup-licensed,.github/workflows/test-action-run.yml,0,1,main,branch,https://github.com/github/setup-licensed/blob/24a0262590955d48488dfcc5248ebeb2654b9031/.github/workflows/test-action-run.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,setup-licensed,.github/workflows/test.yml,0,1,main,branch,https://github.com/github/setup-licensed/blob/24a0262590955d48488dfcc5248ebeb2654b9031/.github/workflows/test.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,stable-socket,.github/workflows/nodejs.yml,0,0,main,branch,https://github.com/github/stable-socket/blob/38c5b6f9952dd170e72186c3ac5482e4db8c8dc6/.github/workflows/nodejs.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,stable-socket,.github/workflows/publish.yml,0,0,main,branch,https://github.com/github/stable-socket/blob/38c5b6f9952dd170e72186c3ac5482e4db8c8dc6/.github/workflows/publish.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,update-project-action,.github/workflows/build.yml,0,0,main,branch,https://github.com/github/update-project-action/blob/855b6a7c34beb8568df7291e7c0e84650d66c934/.github/workflows/build.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,update-project-action,.github/workflows/ci.yml,0,0,main,branch,https://github.com/github/update-project-action/blob/855b6a7c34beb8568df7291e7c0e84650d66c934/.github/workflows/ci.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,user-select-contain-polyfill,.github/workflows/publish.yml,0,1,main,branch,https://github.com/github/user-select-contain-polyfill/blob/b3be69acc46295cd7f4045393d6770c6e188ad90/.github/workflows/publish.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,vscode-github-actions,.github/workflows/build-preview.yml,0,0,main,branch,https://github.com/github/vscode-github-actions/blob/fe2d49f8b385a94fafe9dd06bb1500ae86116173/.github/workflows/build-preview.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,vscode-github-actions,.github/workflows/build.yml,0,0,main,branch,https://github.com/github/vscode-github-actions/blob/fe2d49f8b385a94fafe9dd06bb1500ae86116173/.github/workflows/build.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,vscode-github-actions,.github/workflows/publish.yml,0,0,main,branch,https://github.com/github/vscode-github-actions/blob/fe2d49f8b385a94fafe9dd06bb1500ae86116173/.github/workflows/publish.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,vscode-github-actions,.github/workflows/release.yml,0,0,main,branch,https://github.com/github/vscode-github-actions/blob/fe2d49f8b385a94fafe9dd06bb1500ae86116173/.github/workflows/release.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v4.4.0,tag,49933ea5288caeca8642d1e84afbd3f7d6820020,commit,https://github.com/actions/setup-node/tree/49933ea5288caeca8642d1e84afbd3f7d6820020/action.yml,github,empty-repos,.github/workflows/test.yml,0,0,main,branch,https://github.com/github/empty-repos/blob/1669d4a7ba082b14371788f0a22b0cfdb0dca108/.github/workflows/test.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v5,tag,a0853c24544627f65ddf259abe73b1d18a591444,commit,https://github.com/actions/setup-node/tree/a0853c24544627f65ddf259abe73b1d18a591444/action.yml,github,branch-deploy,.github/workflows/copilot-setup-steps.yml,0,0,main,branch,https://github.com/github/branch-deploy/blob/48285b12b35e47e2dde0c27d2abb33daa846d98b/.github/workflows/copilot-setup-steps.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v5,tag,a0853c24544627f65ddf259abe73b1d18a591444,commit,https://github.com/actions/setup-node/tree/a0853c24544627f65ddf259abe73b1d18a591444/action.yml,github,branch-deploy,.github/workflows/lint.yml,0,0,main,branch,https://github.com/github/branch-deploy/blob/48285b12b35e47e2dde0c27d2abb33daa846d98b/.github/workflows/lint.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v5,tag,a0853c24544627f65ddf259abe73b1d18a591444,commit,https://github.com/actions/setup-node/tree/a0853c24544627f65ddf259abe73b1d18a591444/action.yml,github,branch-deploy,.github/workflows/package-check.yml,0,0,main,branch,https://github.com/github/branch-deploy/blob/48285b12b35e47e2dde0c27d2abb33daa846d98b/.github/workflows/package-check.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v5,tag,a0853c24544627f65ddf259abe73b1d18a591444,commit,https://github.com/actions/setup-node/tree/a0853c24544627f65ddf259abe73b1d18a591444/action.yml,github,branch-deploy,.github/workflows/test.yml,0,0,main,branch,https://github.com/github/branch-deploy/blob/48285b12b35e47e2dde0c27d2abb33daa846d98b/.github/workflows/test.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v5,tag,a0853c24544627f65ddf259abe73b1d18a591444,commit,https://github.com/actions/setup-node/tree/a0853c24544627f65ddf259abe73b1d18a591444/action.yml,github,codeql-action,.github/workflows/__config-input.yml,0,0,main,branch,https://github.com/github/codeql-action/blob/d88a5540c3fd916f4e15b7744d287a124278e065/.github/workflows/__config-input.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v5,tag,a0853c24544627f65ddf259abe73b1d18a591444,commit,https://github.com/actions/setup-node/tree/a0853c24544627f65ddf259abe73b1d18a591444/action.yml,github,codeql-action,.github/workflows/__packaging-codescanning-config-inputs-js.yml,0,0,main,branch,https://github.com/github/codeql-action/blob/d88a5540c3fd916f4e15b7744d287a124278e065/.github/workflows/__packaging-codescanning-config-inputs-js.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v5,tag,a0853c24544627f65ddf259abe73b1d18a591444,commit,https://github.com/actions/setup-node/tree/a0853c24544627f65ddf259abe73b1d18a591444/action.yml,github,codeql-action,.github/workflows/__packaging-config-inputs-js.yml,0,0,main,branch,https://github.com/github/codeql-action/blob/d88a5540c3fd916f4e15b7744d287a124278e065/.github/workflows/__packaging-config-inputs-js.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v5,tag,a0853c24544627f65ddf259abe73b1d18a591444,commit,https://github.com/actions/setup-node/tree/a0853c24544627f65ddf259abe73b1d18a591444/action.yml,github,codeql-action,.github/workflows/__packaging-config-js.yml,0,0,main,branch,https://github.com/github/codeql-action/blob/d88a5540c3fd916f4e15b7744d287a124278e065/.github/workflows/__packaging-config-js.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v5,tag,a0853c24544627f65ddf259abe73b1d18a591444,commit,https://github.com/actions/setup-node/tree/a0853c24544627f65ddf259abe73b1d18a591444/action.yml,github,codeql-action,.github/workflows/__packaging-inputs-js.yml,0,0,main,branch,https://github.com/github/codeql-action/blob/d88a5540c3fd916f4e15b7744d287a124278e065/.github/workflows/__packaging-inputs-js.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v5,tag,a0853c24544627f65ddf259abe73b1d18a591444,commit,https://github.com/actions/setup-node/tree/a0853c24544627f65ddf259abe73b1d18a591444/action.yml,github,codeql-action,.github/workflows/codescanning-config-cli.yml,0,0,main,branch,https://github.com/github/codeql-action/blob/d88a5540c3fd916f4e15b7744d287a124278e065/.github/workflows/codescanning-config-cli.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v5,tag,a0853c24544627f65ddf259abe73b1d18a591444,commit,https://github.com/actions/setup-node/tree/a0853c24544627f65ddf259abe73b1d18a591444/action.yml,github,codeql-action,.github/workflows/post-release-mergeback.yml,0,0,main,branch,https://github.com/github/codeql-action/blob/d88a5540c3fd916f4e15b7744d287a124278e065/.github/workflows/post-release-mergeback.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v5,tag,a0853c24544627f65ddf259abe73b1d18a591444,commit,https://github.com/actions/setup-node/tree/a0853c24544627f65ddf259abe73b1d18a591444/action.yml,github,codeql-action,.github/workflows/pr-checks.yml,0,0,main,branch,https://github.com/github/codeql-action/blob/d88a5540c3fd916f4e15b7744d287a124278e065/.github/workflows/pr-checks.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v5,tag,a0853c24544627f65ddf259abe73b1d18a591444,commit,https://github.com/actions/setup-node/tree/a0853c24544627f65ddf259abe73b1d18a591444/action.yml,github,codeql-action,.github/workflows/query-filters.yml,0,0,main,branch,https://github.com/github/codeql-action/blob/d88a5540c3fd916f4e15b7744d287a124278e065/.github/workflows/query-filters.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v5,tag,a0853c24544627f65ddf259abe73b1d18a591444,commit,https://github.com/actions/setup-node/tree/a0853c24544627f65ddf259abe73b1d18a591444/action.yml,github,codeql-action,.github/workflows/update-bundle.yml,0,0,main,branch,https://github.com/github/codeql-action/blob/d88a5540c3fd916f4e15b7744d287a124278e065/.github/workflows/update-bundle.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v5,tag,a0853c24544627f65ddf259abe73b1d18a591444,commit,https://github.com/actions/setup-node/tree/a0853c24544627f65ddf259abe73b1d18a591444/action.yml,github,codeql-variant-analysis-action,.github/workflows/pr-checks.yml,0,0,main,branch,https://github.com/github/codeql-variant-analysis-action/blob/1a9cc63f98b8f897951011c788595265e0541239/.github/workflows/pr-checks.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v5,tag,a0853c24544627f65ddf259abe73b1d18a591444,commit,https://github.com/actions/setup-node/tree/a0853c24544627f65ddf259abe73b1d18a591444/action.yml,github,dependabot-action,.github/workflows/check-dist.yml,0,0,main,branch,https://github.com/github/dependabot-action/blob/6ec899809c99023094ea7c677f740368194ab892/.github/workflows/check-dist.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v5,tag,a0853c24544627f65ddf259abe73b1d18a591444,commit,https://github.com/actions/setup-node/tree/a0853c24544627f65ddf259abe73b1d18a591444/action.yml,github,dependabot-action,.github/workflows/dependabot-build-dispatched.yml,0,0,main,branch,https://github.com/github/dependabot-action/blob/6ec899809c99023094ea7c677f740368194ab892/.github/workflows/dependabot-build-dispatched.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v5,tag,a0853c24544627f65ddf259abe73b1d18a591444,commit,https://github.com/actions/setup-node/tree/a0853c24544627f65ddf259abe73b1d18a591444/action.yml,github,dependabot-action,.github/workflows/dependabot-build.yml,0,0,main,branch,https://github.com/github/dependabot-action/blob/6ec899809c99023094ea7c677f740368194ab892/.github/workflows/dependabot-build.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v5,tag,a0853c24544627f65ddf259abe73b1d18a591444,commit,https://github.com/actions/setup-node/tree/a0853c24544627f65ddf259abe73b1d18a591444/action.yml,github,dependabot-action,.github/workflows/integration-test.yml,0,0,main,branch,https://github.com/github/dependabot-action/blob/6ec899809c99023094ea7c677f740368194ab892/.github/workflows/integration-test.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v5,tag,a0853c24544627f65ddf259abe73b1d18a591444,commit,https://github.com/actions/setup-node/tree/a0853c24544627f65ddf259abe73b1d18a591444/action.yml,github,dependabot-action,.github/workflows/test.yml,0,0,main,branch,https://github.com/github/dependabot-action/blob/6ec899809c99023094ea7c677f740368194ab892/.github/workflows/test.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v5,tag,a0853c24544627f65ddf259abe73b1d18a591444,commit,https://github.com/actions/setup-node/tree/a0853c24544627f65ddf259abe73b1d18a591444/action.yml,github,eslint-plugin-github,.github/workflows/nodejs.yml,0,0,main,branch,https://github.com/github/eslint-plugin-github/blob/98ca96a5898497db99a742bd7e46d8ce6b778143/.github/workflows/nodejs.yml
actions,setup-node,actions/setup-node,0,0,4445,1,0,v5,tag,a0853c24544627f65ddf259abe73b1d18a591444,commit,https://github.com/actions/setup-node/tree/a0853c24544627f65ddf259abe73b1d18a591444/action.yml,github,eslint-plugin-github,.github/workflows/publish.yml,0,0,main,branch,https://github.com/github/eslint-plugin-github/blob/98ca96a5898497db99a742bd7e46d8ce6b778143/.github/workflows/publish.yml
