action_org,action_repo,action_workflow,action_fork,action_archived,action_stars,action_trusted_org,action_deprecated,action_ref,action_ref_type,action_ref_resolved_to,action_ref_resolved_type,action_url,parent_org,parent_repo,parent_workflow,parent_fork,parent_archived,parent_ref,parent_ref_type,parent_url
aarnott,nbgv,aarnott/nbgv,0,0,56,0,0,v0.3,tag,059d68b676548ee796f08ab143ad660a2c8a758f,commit,https://github.com/aarnott/nbgv/tree/059d68b676548ee796f08ab143ad660a2c8a758f/action.yml,github,VisualStudio,.github/workflows/main.yml,0,1,master,branch,https://github.com/github/VisualStudio/blob/6d428ef3bb1848ae0ece98fd57c9c8fa564aed7f/.github/workflows/main.yml
abirismyname,create-discussion,abirismyname/create-discussion,0,0,17,0,0,v2.1.0,tag,c2b7c825241769dda523865ae444a879f6bbd0e0,commit,https://github.com/abirismyname/create-discussion/tree/c2b7c825241769dda523865ae444a879f6bbd0e0/action.yml,github,github-ospo,.github/workflows/contributors.yml,0,0,main,branch,https://github.com/github/github-ospo/blob/a49d2554f3cce7a9c4326d5f366e851dc89f6750/.github/workflows/contributors.yml
abirismyname,create-discussion,abirismyname/create-discussion,0,0,17,0,0,c2b7c825241769dda523865ae444a879f6bbd0e0,commit,v2.1.0,tag,https://github.com/abirismyname/create-discussion/tree/c2b7c825241769dda523865ae444a879f6bbd0e0/action.yml,github,ospo-reusable-workflows,.github/workflows/release-discussion.yaml,0,0,main,branch,https://github.com/github/ospo-reusable-workflows/blob/8f81b19525b174210351d8c53b2efe6a316984f8/.github/workflows/release-discussion.yaml
actions-rust-lang,setup-rust-toolchain,actions-rust-lang/setup-rust-toolchain,0,0,322,0,0,v1,tag,1780873c7b576612439a134613cc4cc74ce5538c,commit,https://github.com/actions-rust-lang/setup-rust-toolchain/tree/1780873c7b576612439a134613cc4cc74ce5538c/action.yml,github,ruby,.github/workflows/modgc.yml,1,0,master,branch,https://github.com/github/ruby/blob/f0a76f6295ce1ac2cbc7f3152949301afa95d42e/.github/workflows/modgc.yml
actions,add-to-project,actions/add-to-project,0,0,655,1,0,v1.0.2,tag,244f685bbc3b7adfa8466e08b698b5577571133e,commit,https://github.com/actions/add-to-project/tree/244f685bbc3b7adfa8466e08b698b5577571133e/action.yml,github,octocatalog-diff,.github/workflows/add-dependabot-pr-to-project.yml,0,0,master,branch,https://github.com/github/octocatalog-diff/blob/59d46a61f7cddcd6684c3750878a86b9eeceb104/.github/workflows/add-dependabot-pr-to-project.yml
actions,add-to-project,actions/add-to-project,0,0,655,1,0,v1.0.2,tag,244f685bbc3b7adfa8466e08b698b5577571133e,commit,https://github.com/actions/add-to-project/tree/244f685bbc3b7adfa8466e08b698b5577571133e/action.yml,github,octofacts,.github/workflows/add-dependabot-pr-to-project.yml,0,1,main,branch,https://github.com/github/octofacts/blob/7a790a3c28dbe0e7a32103c11b95ce0e44c19c30/.github/workflows/add-dependabot-pr-to-project.yml
actions,add-to-project,actions/add-to-project,0,0,655,1,0,main,branch,4fda2e598c349fd1d6770dc6df8b0b61158c3e90,commit,https://github.com/actions/add-to-project/tree/4fda2e598c349fd1d6770dc6df8b0b61158c3e90/action.yml,github,gh-valet,.github/workflows/add-issue-to-project.yml,0,1,main,branch,https://github.com/github/gh-valet/blob/0e8c1752bae5bf5fe483c7b1927e647abf24f288/.github/workflows/add-issue-to-project.yml
actions,add-to-project,actions/add-to-project,0,0,655,1,0,main,branch,4fda2e598c349fd1d6770dc6df8b0b61158c3e90,commit,https://github.com/actions/add-to-project/tree/4fda2e598c349fd1d6770dc6df8b0b61158c3e90/action.yml,github,rest-api-description,.github/workflows/add-to-project.yml,0,0,main,branch,https://github.com/github/rest-api-description/blob/45124e4c9ec27bbbfa40dd67c1b8d8341099195f/.github/workflows/add-to-project.yml
actions,attest-build-provenance,actions/attest-build-provenance,0,0,740,1,0,v1,tag,92c65d2898f1f53cfdc910b962cecff86e7f8fcc,commit,https://github.com/actions/attest-build-provenance/tree/92c65d2898f1f53cfdc910b962cecff86e7f8fcc/action.yml,github,entitlements-app,.github/workflows/release.yml,0,0,main,branch,https://github.com/github/entitlements-app/blob/1a349390eeb999bf05a3721cd4e68503c7d95953/.github/workflows/release.yml
actions,attest-build-provenance,actions/attest-build-provenance,0,0,740,1,0,v3,tag,43d14bc2b83dec42d39ecae14e916627a18bb661,commit,https://github.com/actions/attest-build-provenance/tree/43d14bc2b83dec42d39ecae14e916627a18bb661/action.yml,github,github-mcp-server,.github/workflows/goreleaser.yml,0,0,main,branch,https://github.com/github/github-mcp-server/blob/84ae0092e69085aef67a8f7e88d8d0eb25e7e1ce/.github/workflows/goreleaser.yml
actions,attest-build-provenance,actions/attest-build-provenance,0,0,740,1,0,v3,tag,43d14bc2b83dec42d39ecae14e916627a18bb661,commit,https://github.com/actions/attest-build-provenance/tree/43d14bc2b83dec42d39ecae14e916627a18bb661/action.yml,github,ospo-reusable-workflows,.github/workflows/release-image.yaml,0,0,main,branch,https://github.com/github/ospo-reusable-workflows/blob/8f81b19525b174210351d8c53b2efe6a316984f8/.github/workflows/release-image.yaml
actions,attest-build-provenance,actions/attest-build-provenance,0,0,740,1,0,951c0c5f8e375ad4efad33405ab77f7ded2358e4,commit,v1.1.1,tag,https://github.com/actions/attest-build-provenance/tree/951c0c5f8e375ad4efad33405ab77f7ded2358e4/action.yml,github,policy-controller,.github/workflows/release.yaml,0,1,release,branch,https://github.com/github/policy-controller/blob/1a26bb3d57c4d40f954955623fa2f8348a3e42a7/.github/workflows/release.yaml
actions,attest-build-provenance,actions/attest-build-provenance,0,0,740,1,0,977bb373ede98d70efdf65b84cb5f73e068dcc2a,commit,v3.0.0,tag,https://github.com/actions/attest-build-provenance/tree/977bb373ede98d70efdf65b84cb5f73e068dcc2a/action.yml,github,artifact-attestations-opa-provider,.github/workflows/docker.yaml,0,0,main,branch,https://github.com/github/artifact-attestations-opa-provider/blob/abc329524231860ff6cfe3df39495f0ae108f82c/.github/workflows/docker.yaml
actions,attest-build-provenance,actions/attest-build-provenance,0,0,740,1,0,977bb373ede98d70efdf65b84cb5f73e068dcc2a,commit,v3.0.0,tag,https://github.com/actions/attest-build-provenance/tree/977bb373ede98d70efdf65b84cb5f73e068dcc2a/action.yml,github,gh-combine,.github/workflows/release.yml,0,0,main,branch,https://github.com/github/gh-combine/blob/1cececeb765a37e73522f65567849127f66fce3c/.github/workflows/release.yml
actions,attest-build-provenance,actions/attest-build-provenance,0,0,740,1,0,977bb373ede98d70efdf65b84cb5f73e068dcc2a,commit,v3.0.0,tag,https://github.com/actions/attest-build-provenance/tree/977bb373ede98d70efdf65b84cb5f73e068dcc2a/action.yml,github,hooks,.github/workflows/release.yml,0,0,main,branch,https://github.com/github/hooks/blob/791638c9540d7a9892d321fb5884e0f0f650a354/.github/workflows/release.yml
actions,attest-build-provenance,actions/attest-build-provenance,0,0,740,1,0,977bb373ede98d70efdf65b84cb5f73e068dcc2a,commit,v3.0.0,tag,https://github.com/actions/attest-build-provenance/tree/977bb373ede98d70efdf65b84cb5f73e068dcc2a/action.yml,github,rubocop-github,.github/workflows/release.yml,0,0,main,branch,https://github.com/github/rubocop-github/blob/3686623f29914ebbcea73b993b920a45d2017f51/.github/workflows/release.yml
actions,attest-build-provenance,actions/attest-build-provenance,0,0,740,1,0,e8998f949152b193b063cb0ec769d69d929409be,commit,v2.4.0,tag,https://github.com/actions/attest-build-provenance/tree/e8998f949152b193b063cb0ec769d69d929409be/action.yml,github,artifact-attestations-helm-charts,.github/workflows/release.yml,0,0,main,branch,https://github.com/github/artifact-attestations-helm-charts/blob/8379457dc0638a1614eeba3ce8fde9bfa5079910/.github/workflows/release.yml
actions,attest-build-provenance,actions/attest-build-provenance,0,0,740,1,0,e8998f949152b193b063cb0ec769d69d929409be,commit,v2.4.0,tag,https://github.com/actions/attest-build-provenance/tree/e8998f949152b193b063cb0ec769d69d929409be/action.yml,github,artifact-attestations-workflows,.github/workflows/attest.yml,0,0,main,branch,https://github.com/github/artifact-attestations-workflows/blob/b12c36515b2514948499c93a6394fb178e272b4d/.github/workflows/attest.yml
actions,attest-build-provenance,actions/attest-build-provenance,0,0,740,1,0,e8998f949152b193b063cb0ec769d69d929409be,commit,v2.4.0,tag,https://github.com/actions/attest-build-provenance/tree/e8998f949152b193b063cb0ec769d69d929409be/action.yml,github,artifact-attestations-workflows,.github/workflows/build-pyfib.yml,0,0,main,branch,https://github.com/github/artifact-attestations-workflows/blob/b12c36515b2514948499c93a6394fb178e272b4d/.github/workflows/build-pyfib.yml
actions,attest-build-provenance,actions/attest-build-provenance,0,0,740,1,0,e8998f949152b193b063cb0ec769d69d929409be,commit,v2.4.0,tag,https://github.com/actions/attest-build-provenance/tree/e8998f949152b193b063cb0ec769d69d929409be/action.yml,github,artifact-attestations-workflows,.github/workflows/ghcr-publish.yml,0,0,main,branch,https://github.com/github/artifact-attestations-workflows/blob/b12c36515b2514948499c93a6394fb178e272b4d/.github/workflows/ghcr-publish.yml
actions,cache,actions/cache,0,0,5084,1,1,v1,tag,f5ce41475b483ad7581884324a6eca9f48f8dcc7,commit,https://github.com/actions/cache/tree/f5ce41475b483ad7581884324a6eca9f48f8dcc7/action.yml,github,actions-cheat-sheet,.github/workflows/build.yml,0,1,master,branch,https://github.com/github/actions-cheat-sheet/blob/ea7013e91dbc9460f1e5b44eae459c14b3df89d5/.github/workflows/build.yml
actions,cache,actions/cache,0,0,5084,1,1,v1,tag,f5ce41475b483ad7581884324a6eca9f48f8dcc7,commit,https://github.com/actions/cache/tree/f5ce41475b483ad7581884324a6eca9f48f8dcc7/action.yml,github,homebrew-bootstrap,.github/workflows/tests.yml,0,1,master,branch,https://github.com/github/homebrew-bootstrap/blob/781af4ce265e623dc5d757e3bbeb2238fe10d264/.github/workflows/tests.yml
actions,cache,actions/cache,0,0,5084,1,1,v1,tag,f5ce41475b483ad7581884324a6eca9f48f8dcc7,commit,https://github.com/actions/cache/tree/f5ce41475b483ad7581884324a6eca9f48f8dcc7/action.yml,github,semantic,.github/workflows/haskell.yml,0,1,main,branch,https://github.com/github/semantic/blob/d1d07eb6228bca1f4e886d649996f27906f61d42/.github/workflows/haskell.yml
actions,cache,actions/cache,0,0,5084,1,1,v2,tag,8492260343ad570701412c2f464a5877dc76bace,commit,https://github.com/actions/cache/tree/8492260343ad570701412c2f464a5877dc76bace/action.yml,github,globalmaintainersummit.github.com,.github/workflows/build-and-deploy-workflow.yml,0,1,develop,branch,https://github.com/github/globalmaintainersummit.github.com/blob/dcf39e2bfb603c4d2aa3b8dad663564dda8fa7a9/.github/workflows/build-and-deploy-workflow.yml
actions,cache,actions/cache,0,0,5084,1,1,v2,tag,8492260343ad570701412c2f464a5877dc76bace,commit,https://github.com/actions/cache/tree/8492260343ad570701412c2f464a5877dc76bace/action.yml,github,incubator-airflow,.github/workflows/ci.yml,1,1,gh-2.0.2,branch,https://github.com/github/incubator-airflow/blob/73f70e00b9fd294057f8ca6b714a85622f6d5dd5/.github/workflows/ci.yml
actions,cache,actions/cache,0,0,5084,1,1,v2,tag,8492260343ad570701412c2f464a5877dc76bace,commit,https://github.com/actions/cache/tree/8492260343ad570701412c2f464a5877dc76bace/action.yml,github,jtml,.github/workflows/nodejs.yml,0,1,main,branch,https://github.com/github/jtml/blob/a01216836e2134d7904c56c6b65e66a152df8e15/.github/workflows/nodejs.yml
actions,cache,actions/cache,0,0,5084,1,0,v3,tag,6f8efc29b200d32929f49075959781ed54ec270c,commit,https://github.com/actions/cache/tree/6f8efc29b200d32929f49075959781ed54ec270c/action.yml,github,codeql,.github/workflows/ql-for-ql-build.yml,0,0,main,branch,https://github.com/github/codeql/blob/66f95bcbcdd9ddfde1719396f3df424c4052bb27/.github/workflows/ql-for-ql-build.yml
actions,cache,actions/cache,0,0,5084,1,0,v3,tag,6f8efc29b200d32929f49075959781ed54ec270c,commit,https://github.com/actions/cache/tree/6f8efc29b200d32929f49075959781ed54ec270c/action.yml,github,codeql,.github/workflows/ql-for-ql-dataset_measure.yml,0,0,main,branch,https://github.com/github/codeql/blob/66f95bcbcdd9ddfde1719396f3df424c4052bb27/.github/workflows/ql-for-ql-dataset_measure.yml
actions,cache,actions/cache,0,0,5084,1,0,v3,tag,6f8efc29b200d32929f49075959781ed54ec270c,commit,https://github.com/actions/cache/tree/6f8efc29b200d32929f49075959781ed54ec270c/action.yml,github,codeql,.github/workflows/ql-for-ql-tests.yml,0,0,main,branch,https://github.com/github/codeql/blob/66f95bcbcdd9ddfde1719396f3df424c4052bb27/.github/workflows/ql-for-ql-tests.yml
actions,cache,actions/cache,0,0,5084,1,0,v3,tag,6f8efc29b200d32929f49075959781ed54ec270c,commit,https://github.com/actions/cache/tree/6f8efc29b200d32929f49075959781ed54ec270c/action.yml,github,codeql,.github/workflows/ruby-build.yml,0,0,main,branch,https://github.com/github/codeql/blob/66f95bcbcdd9ddfde1719396f3df424c4052bb27/.github/workflows/ruby-build.yml
actions,cache,actions/cache,0,0,5084,1,0,v3,tag,6f8efc29b200d32929f49075959781ed54ec270c,commit,https://github.com/actions/cache/tree/6f8efc29b200d32929f49075959781ed54ec270c/action.yml,github,forgoodfirstissue,.github/workflows/deploy.yml,0,0,main,branch,https://github.com/github/forgoodfirstissue/blob/f661ea32e752860eb27e7d7eec8f0a5325dd6d89/.github/workflows/deploy.yml
actions,cache,actions/cache,0,0,5084,1,0,v3,tag,6f8efc29b200d32929f49075959781ed54ec270c,commit,https://github.com/actions/cache/tree/6f8efc29b200d32929f49075959781ed54ec270c/action.yml,github,forgoodfirstissue,.github/workflows/pr.yml,0,0,main,branch,https://github.com/github/forgoodfirstissue/blob/f661ea32e752860eb27e7d7eec8f0a5325dd6d89/.github/workflows/pr.yml
actions,cache,actions/cache,0,0,5084,1,0,v3,tag,6f8efc29b200d32929f49075959781ed54ec270c,commit,https://github.com/actions/cache/tree/6f8efc29b200d32929f49075959781ed54ec270c/action.yml,github,gh-classroom,.github/workflows/go.yml,0,0,main,branch,https://github.com/github/gh-classroom/blob/a35a21de1f46d0d1b91bbdc0f6d48599ac8665d9/.github/workflows/go.yml
actions,cache,actions/cache,0,0,5084,1,0,v3,tag,6f8efc29b200d32929f49075959781ed54ec270c,commit,https://github.com/actions/cache/tree/6f8efc29b200d32929f49075959781ed54ec270c/action.yml,github,template-parts,.github/workflows/nodejs.yml,0,0,main,branch,https://github.com/github/template-parts/blob/68c4a79521e5dd46a0925aded5687d1acaa126aa/.github/workflows/nodejs.yml
actions,cache,actions/cache,0,0,5084,1,0,v3,tag,6f8efc29b200d32929f49075959781ed54ec270c,commit,https://github.com/actions/cache/tree/6f8efc29b200d32929f49075959781ed54ec270c/action.yml,github,turbo,.github/workflows/ci.yml,1,0,main,branch,https://github.com/github/turbo/blob/9ce5af90defbb352d13fd16088d16258695cd9d0/.github/workflows/ci.yml
actions,cache,actions/cache,0,0,5084,1,0,v3,tag,6f8efc29b200d32929f49075959781ed54ec270c,commit,https://github.com/actions/cache/tree/6f8efc29b200d32929f49075959781ed54ec270c/action.yml,github,turbo,.github/workflows/publish-beta.yml,1,0,main,branch,https://github.com/github/turbo/blob/9ce5af90defbb352d13fd16088d16258695cd9d0/.github/workflows/publish-beta.yml
actions,cache,actions/cache,0,0,5084,1,0,v3.0.11,tag,9b0c1fce7a93df8e3bb8926b0d6e9d89e92f20a7,commit,https://github.com/actions/cache/tree/9b0c1fce7a93df8e3bb8926b0d6e9d89e92f20a7/action.yml,github,octoforce-actions,.github/workflows/issue-branch-creation-handler.yml,0,0,main,branch,https://github.com/github/octoforce-actions/blob/b5c525b568a62ec216738b1e3754f8d49673cb82/.github/workflows/issue-branch-creation-handler.yml
actions,cache,actions/cache,0,0,5084,1,0,v3.0.11,tag,9b0c1fce7a93df8e3bb8926b0d6e9d89e92f20a7,commit,https://github.com/actions/cache/tree/9b0c1fce7a93df8e3bb8926b0d6e9d89e92f20a7/action.yml,github,octoforce-actions,.github/workflows/release-branch-pull-request-handler.yml,0,0,main,branch,https://github.com/github/octoforce-actions/blob/b5c525b568a62ec216738b1e3754f8d49673cb82/.github/workflows/release-branch-pull-request-handler.yml
actions,cache,actions/cache,0,0,5084,1,0,v4,tag,0057852bfaa89a56745cba8c7296529d2fc39830,commit,https://github.com/actions/cache/tree/0057852bfaa89a56745cba8c7296529d2fc39830/action.yml,github,codeql-coding-standards,.github/workflows/code-scanning-pack-gen.yml,0,0,main,branch,https://github.com/github/codeql-coding-standards/blob/d268839142904a6bdde3ca274e487463d3c02496/.github/workflows/code-scanning-pack-gen.yml
actions,cache,actions/cache,0,0,5084,1,0,v4,tag,0057852bfaa89a56745cba8c7296529d2fc39830,commit,https://github.com/actions/cache/tree/0057852bfaa89a56745cba8c7296529d2fc39830/action.yml,github,codeql-coding-standards,.github/workflows/codeql_unit_tests.yml,0,0,main,branch,https://github.com/github/codeql-coding-standards/blob/d268839142904a6bdde3ca274e487463d3c02496/.github/workflows/codeql_unit_tests.yml
actions,cache,actions/cache,0,0,5084,1,0,v4,tag,0057852bfaa89a56745cba8c7296529d2fc39830,commit,https://github.com/actions/cache/tree/0057852bfaa89a56745cba8c7296529d2fc39830/action.yml,github,codeql-coding-standards,.github/workflows/standard_library_upgrade_tests.yml,0,0,main,branch,https://github.com/github/codeql-coding-standards/blob/d268839142904a6bdde3ca274e487463d3c02496/.github/workflows/standard_library_upgrade_tests.yml
actions,cache,actions/cache,0,0,5084,1,0,v4,tag,0057852bfaa89a56745cba8c7296529d2fc39830,commit,https://github.com/actions/cache/tree/0057852bfaa89a56745cba8c7296529d2fc39830/action.yml,github,codeql-coding-standards,.github/workflows/tooling-unit-tests.yml,0,0,main,branch,https://github.com/github/codeql-coding-standards/blob/d268839142904a6bdde3ca274e487463d3c02496/.github/workflows/tooling-unit-tests.yml
actions,cache,actions/cache,0,0,5084,1,0,v4,tag,0057852bfaa89a56745cba8c7296529d2fc39830,commit,https://github.com/actions/cache/tree/0057852bfaa89a56745cba8c7296529d2fc39830/action.yml,github,codeql-coding-standards,.github/workflows/verify-standard-library-dependencies.yml,0,0,main,branch,https://github.com/github/codeql-coding-standards/blob/d268839142904a6bdde3ca274e487463d3c02496/.github/workflows/verify-standard-library-dependencies.yml
actions,cache,actions/cache,0,0,5084,1,0,v4,tag,0057852bfaa89a56745cba8c7296529d2fc39830,commit,https://github.com/actions/cache/tree/0057852bfaa89a56745cba8c7296529d2fc39830/action.yml,github,cost-center-automation,.github/workflows/cost-center-sync-cached.yml,0,0,main,branch,https://github.com/github/cost-center-automation/blob/9260623fa3da3471f458c6c361799a103ed2a393/.github/workflows/cost-center-sync-cached.yml
actions,cache,actions/cache,0,0,5084,1,0,v4,tag,0057852bfaa89a56745cba8c7296529d2fc39830,commit,https://github.com/actions/cache/tree/0057852bfaa89a56745cba8c7296529d2fc39830/action.yml,github,docs,.github/workflows/link-check-daily.yml,0,0,main,branch,https://github.com/github/docs/blob/56eb33f13b88bc75fbda43767f5684d7e2fa94a3/.github/workflows/link-check-daily.yml
actions,cache,actions/cache,0,0,5084,1,0,v4,tag,0057852bfaa89a56745cba8c7296529d2fc39830,commit,https://github.com/actions/cache/tree/0057852bfaa89a56745cba8c7296529d2fc39830/action.yml,github,elastomer-client,.github/workflows/main.yml,0,0,main,branch,https://github.com/github/elastomer-client/blob/129a930b206373711efcff43ac705418c73680aa/.github/workflows/main.yml
actions,cache,actions/cache,0,0,5084,1,0,v4,tag,0057852bfaa89a56745cba8c7296529d2fc39830,commit,https://github.com/actions/cache/tree/0057852bfaa89a56745cba8c7296529d2fc39830/action.yml,github,github-mcp-server,.github/workflows/docker-publish.yml,0,0,main,branch,https://github.com/github/github-mcp-server/blob/84ae0092e69085aef67a8f7e88d8d0eb25e7e1ce/.github/workflows/docker-publish.yml
actions,cache,actions/cache,0,0,5084,1,0,v4,tag,0057852bfaa89a56745cba8c7296529d2fc39830,commit,https://github.com/actions/cache/tree/0057852bfaa89a56745cba8c7296529d2fc39830/action.yml,github,stack-graphs,.github/workflows/ci.yml,0,1,main,branch,https://github.com/github/stack-graphs/blob/fcb7705d5b38ae13b3665a9b2c882e5a97243d44/.github/workflows/ci.yml
actions,cache,actions/cache,0,0,5084,1,0,v4,tag,0057852bfaa89a56745cba8c7296529d2fc39830,commit,https://github.com/actions/cache/tree/0057852bfaa89a56745cba8c7296529d2fc39830/action.yml,github,stack-graphs,.github/workflows/perf.yml,0,1,main,branch,https://github.com/github/stack-graphs/blob/fcb7705d5b38ae13b3665a9b2c882e5a97243d44/.github/workflows/perf.yml
actions,cache,actions/cache,0,0,5084,1,0,v4.2.3,tag,5a3ec84eff668545956fd18022155c47e93e2684,commit,https://github.com/actions/cache/tree/5a3ec84eff668545956fd18022155c47e93e2684/action.yml,github,markup,.github/workflows/ci.yml,0,0,master,branch,https://github.com/github/markup/blob/2b0e7f216904253092c90754cd95aac6d499583d/.github/workflows/ci.yml
actions,cache,actions/cache,0,0,5084,1,0,2f8e54208210a422b2efd51efaa6bd6d7ca8920f,commit,v3.4.3,tag,https://github.com/actions/cache/tree/2f8e54208210a422b2efd51efaa6bd6d7ca8920f/action.yml,github,user-engagement-metrics,.github/workflows/python-ci.yml,0,0,main,branch,https://github.com/github/user-engagement-metrics/blob/554f2447c6e80ed0317d6e29935904bc2f059d8b/.github/workflows/python-ci.yml
actions,cache,actions/cache,0,0,5084,1,0,5a3ec84eff668545956fd18022155c47e93e2684,commit,v4.2.3,tag,https://github.com/actions/cache/tree/5a3ec84eff668545956fd18022155c47e93e2684/action.yml,github,policy-controller,.github/workflows/codeql-analysis.yml,0,1,release,branch,https://github.com/github/policy-controller/blob/1a26bb3d57c4d40f954955623fa2f8348a3e42a7/.github/workflows/codeql-analysis.yml
actions,cache,actions/cache,0,0,5084,1,0,5a3ec84eff668545956fd18022155c47e93e2684,commit,v4.2.3,tag,https://github.com/actions/cache/tree/5a3ec84eff668545956fd18022155c47e93e2684/action.yml,github,policy-controller,.github/workflows/tests.yaml,0,1,release,branch,https://github.com/github/policy-controller/blob/1a26bb3d57c4d40f954955623fa2f8348a3e42a7/.github/workflows/tests.yaml
actions,cache,actions/cache/restore,0,0,5084,1,0,v4,tag,0057852bfaa89a56745cba8c7296529d2fc39830,commit,https://github.com/actions/cache/tree/0057852bfaa89a56745cba8c7296529d2fc39830/restore/action.yml,github,cost-center-automation,.github/workflows/cost-center-automation.yml,0,0,main,branch,https://github.com/github/cost-center-automation/blob/9260623fa3da3471f458c6c361799a103ed2a393/.github/workflows/cost-center-automation.yml
actions,cache,actions/cache/restore,0,0,5084,1,0,v4,tag,0057852bfaa89a56745cba8c7296529d2fc39830,commit,https://github.com/actions/cache/tree/0057852bfaa89a56745cba8c7296529d2fc39830/restore/action.yml,github,stack-graphs,.github/workflows/perf.yml,0,1,main,branch,https://github.com/github/stack-graphs/blob/fcb7705d5b38ae13b3665a9b2c882e5a97243d44/.github/workflows/perf.yml
actions,cache,actions/cache/restore,0,0,5084,1,0,0057852bfaa89a56745cba8c7296529d2fc39830,commit,v4.3.0,tag,https://github.com/actions/cache/tree/0057852bfaa89a56745cba8c7296529d2fc39830/restore/action.yml,github,ruby,.github/workflows/windows.yml,1,0,master,branch,https://github.com/github/ruby/blob/f0a76f6295ce1ac2cbc7f3152949301afa95d42e/.github/workflows/windows.yml
actions,cache,actions/cache/save,0,0,5084,1,0,v4,tag,0057852bfaa89a56745cba8c7296529d2fc39830,commit,https://github.com/actions/cache/tree/0057852bfaa89a56745cba8c7296529d2fc39830/save/action.yml,github,cost-center-automation,.github/workflows/cost-center-automation.yml,0,0,main,branch,https://github.com/github/cost-center-automation/blob/9260623fa3da3471f458c6c361799a103ed2a393/.github/workflows/cost-center-automation.yml
actions,cache,actions/cache/save,0,0,5084,1,0,v4,tag,0057852bfaa89a56745cba8c7296529d2fc39830,commit,https://github.com/actions/cache/tree/0057852bfaa89a56745cba8c7296529d2fc39830/save/action.yml,github,stack-graphs,.github/workflows/perf.yml,0,1,main,branch,https://github.com/github/stack-graphs/blob/fcb7705d5b38ae13b3665a9b2c882e5a97243d44/.github/workflows/perf.yml
actions,cache,actions/cache/save,0,0,5084,1,0,0057852bfaa89a56745cba8c7296529d2fc39830,commit,v4.3.0,tag,https://github.com/actions/cache/tree/0057852bfaa89a56745cba8c7296529d2fc39830/save/action.yml,github,ruby,.github/workflows/windows.yml,1,0,master,branch,https://github.com/github/ruby/blob/f0a76f6295ce1ac2cbc7f3152949301afa95d42e/.github/workflows/windows.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v1,tag,544eadc6bf3d226fd7a7a9f0dc5b5bf7ca0675b9,commit,https://github.com/actions/checkout/tree/544eadc6bf3d226fd7a7a9f0dc5b5bf7ca0675b9/action.yml,github,cmark-gfm,.github/workflows/ci.yml,1,0,master,branch,https://github.com/github/cmark-gfm/blob/587a12bb54d95ac37241377e6ddc93ea0e45439b/.github/workflows/ci.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v1,tag,544eadc6bf3d226fd7a7a9f0dc5b5bf7ca0675b9,commit,https://github.com/actions/checkout/tree/544eadc6bf3d226fd7a7a9f0dc5b5bf7ca0675b9/action.yml,github,combobox-nav,.github/workflows/nodejs.yml,0,0,main,branch,https://github.com/github/combobox-nav/blob/3570432434a503e919b30a4ac436afd28bd63d90/.github/workflows/nodejs.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v1,tag,544eadc6bf3d226fd7a7a9f0dc5b5bf7ca0675b9,commit,https://github.com/actions/checkout/tree/544eadc6bf3d226fd7a7a9f0dc5b5bf7ca0675b9/action.yml,github,eslint-plugin-custom-elements,.github/workflows/nodejs.yml,0,1,main,branch,https://github.com/github/eslint-plugin-custom-elements/blob/e0b1ac82d7570e887abf631073b38562501dcb24/.github/workflows/nodejs.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v1,tag,544eadc6bf3d226fd7a7a9f0dc5b5bf7ca0675b9,commit,https://github.com/actions/checkout/tree/544eadc6bf3d226fd7a7a9f0dc5b5bf7ca0675b9/action.yml,github,filter-input-element,.github/workflows/nodejs.yml,0,0,main,branch,https://github.com/github/filter-input-element/blob/78e175e95316e4f10cd988756144ec4c48c7ee55/.github/workflows/nodejs.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v1,tag,544eadc6bf3d226fd7a7a9f0dc5b5bf7ca0675b9,commit,https://github.com/actions/checkout/tree/544eadc6bf3d226fd7a7a9f0dc5b5bf7ca0675b9/action.yml,github,packwerk,.github/workflows/ci.yml,1,1,main,branch,https://github.com/github/packwerk/blob/d16b2c94094dcf329051a15447a2498ac4bf4526/.github/workflows/ci.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v1,tag,544eadc6bf3d226fd7a7a9f0dc5b5bf7ca0675b9,commit,https://github.com/actions/checkout/tree/544eadc6bf3d226fd7a7a9f0dc5b5bf7ca0675b9/action.yml,github,rally,.github/workflows/codeql.yml,0,1,main,branch,https://github.com/github/rally/blob/ec9306056f0a47a09abb0b959057d93685a49dcb/.github/workflows/codeql.yml
actions,checkout,actions/checkout,0,0,7143,1,0,v1,tag,544eadc6bf3d226fd7a7a9f0dc5b5bf7ca0675b9,commit,https://github.com/actions/checkout/tree/544eadc6bf3d226fd7a7a9f0dc5b5bf7ca0675b9/action.yml,github,text-expander-element,.github/workflows/nodejs.yml,0,0,main,branch,https://github.com/github/text-expander-element/blob/a5a92417fbfd600c94a61db27a222545b6b48b53/.github/workflows/nodejs.yml
