repo_name,workflow_path,workflow_type,visibility,archived,forked,reusable_workflow,workflow_url,repo_url,missing_repo,missing_url
copilot-cli-for-beginners,translation-polisher.lock.yml,workflow,public,0,0,0,https://github.com/github/copilot-cli-for-beginners/blob/main/.github/workflows/translation-polisher.lock.yml,https://github.com/github/copilot-cli-for-beginners,github/gh-aw-actions@2fe53acc038ba01c3bbdc767d4b25df31ca5bdfc,https://github.com/github/gh-aw-actions/blob/2fe53acc038ba01c3bbdc767d4b25df31ca5bdfc/setup
copilot-cli-for-beginners,translation-polisher.lock.yml,workflow,public,0,0,0,https://github.com/github/copilot-cli-for-beginners/blob/main/.github/workflows/translation-polisher.lock.yml,https://github.com/github/copilot-cli-for-beginners,actions/github-script@373c709c69115d41ff229c7e5df9f8788daa9553,https://github.com/actions/github-script/blob/373c709c69115d41ff229c7e5df9f8788daa9553/
copilot-sdk,codeql.yml,workflow,public,0,0,0,https://github.com/github/copilot-sdk/blob/main/.github/workflows/codeql.yml,https://github.com/github/copilot-sdk,dorny/paths-filter@6852f92c20ea7fd3b0c25de3b5112db3a98da050,https://github.com/dorny/paths-filter/blob/6852f92c20ea7fd3b0c25de3b5112db3a98da050/
copilot-sdk,codeql.yml,workflow,public,0,0,0,https://github.com/github/copilot-sdk/blob/main/.github/workflows/codeql.yml,https://github.com/github/copilot-sdk,github/codeql-action@a6fd1787519fd23e68309fad43738e41a6ff2a9d,https://github.com/github/codeql-action/blob/a6fd1787519fd23e68309fad43738e41a6ff2a9d/init
copilot-sdk,codeql.yml,workflow,public,0,0,0,https://github.com/github/copilot-sdk/blob/main/.github/workflows/codeql.yml,https://github.com/github/copilot-sdk,github/codeql-action@a6fd1787519fd23e68309fad43738e41a6ff2a9d,https://github.com/github/codeql-action/blob/a6fd1787519fd23e68309fad43738e41a6ff2a9d/autobuild
copilot-sdk,codeql.yml,workflow,public,0,0,0,https://github.com/github/copilot-sdk/blob/main/.github/workflows/codeql.yml,https://github.com/github/copilot-sdk,github/codeql-action@a6fd1787519fd23e68309fad43738e41a6ff2a9d,https://github.com/github/codeql-action/blob/a6fd1787519fd23e68309fad43738e41a6ff2a9d/analyze
copilot-sdk,codeql.yml,workflow,public,0,0,0,https://github.com/github/copilot-sdk/blob/main/.github/workflows/codeql.yml,https://github.com/github/copilot-sdk,github/codeql-action@a6fd1787519fd23e68309fad43738e41a6ff2a9d,https://github.com/github/codeql-action/blob/a6fd1787519fd23e68309fad43738e41a6ff2a9d/upload-sarif
docs,moda-ci.yaml,workflow,public,0,0,0,https://github.com/github/docs/blob/main/.github/workflows/moda-ci.yaml,https://github.com/github/docs,github/internal-actions@main,https://github.com/github/internal-actions/blob/main/.github/workflows/moda.yml
docs,moda-ci.yaml,workflow,public,0,0,0,https://github.com/github/docs/blob/main/.github/workflows/moda-ci.yaml,https://github.com/github/docs,github/internal-actions@main,https://github.com/github/internal-actions/blob/main/.github/workflows/kube.yml
docs,moda-ci.yaml,workflow,public,0,0,0,https://github.com/github/docs/blob/main/.github/workflows/moda-ci.yaml,https://github.com/github/docs,github/internal-actions@main,https://github.com/github/internal-actions/blob/main/.github/workflows/docker_security.yml
gh-aw,codeql.yml,workflow,public,0,0,0,https://github.com/github/gh-aw/blob/main/.github/workflows/codeql.yml,https://github.com/github/gh-aw,github/codeql-action@4248455a6f2335bc3b7a8a62932f000050ec8f13,https://github.com/github/codeql-action/blob/4248455a6f2335bc3b7a8a62932f000050ec8f13/init
gh-aw,codeql.yml,workflow,public,0,0,0,https://github.com/github/gh-aw/blob/main/.github/workflows/codeql.yml,https://github.com/github/gh-aw,github/codeql-action@4248455a6f2335bc3b7a8a62932f000050ec8f13,https://github.com/github/codeql-action/blob/4248455a6f2335bc3b7a8a62932f000050ec8f13/analyze
gh-aw,security-scan.yml,workflow,public,0,0,0,https://github.com/github/gh-aw/blob/main/.github/workflows/security-scan.yml,https://github.com/github/gh-aw,github/codeql-action@4248455a6f2335bc3b7a8a62932f000050ec8f13,https://github.com/github/codeql-action/blob/4248455a6f2335bc3b7a8a62932f000050ec8f13/upload-sarif
gh-aw,smoke-codex.lock.yml,workflow,public,0,0,0,https://github.com/github/gh-aw/blob/main/.github/workflows/smoke-codex.lock.yml,https://github.com/github/gh-aw,actions-ecosystem/action-add-labels@c96b68fec76a0987cd93957189e9abd0b9a72ff1,https://github.com/actions-ecosystem/action-add-labels/blob/c96b68fec76a0987cd93957189e9abd0b9a72ff1/
gh-aw-firewall,codeql.yml,workflow,public,0,0,0,https://github.com/github/gh-aw-firewall/blob/main/.github/workflows/codeql.yml,https://github.com/github/gh-aw-firewall,github/codeql-action@f68537f3d8a6955880f700730943f8a754454193,https://github.com/github/codeql-action/blob/f68537f3d8a6955880f700730943f8a754454193/init
gh-aw-firewall,codeql.yml,workflow,public,0,0,0,https://github.com/github/gh-aw-firewall/blob/main/.github/workflows/codeql.yml,https://github.com/github/gh-aw-firewall,github/codeql-action@f68537f3d8a6955880f700730943f8a754454193,https://github.com/github/codeql-action/blob/f68537f3d8a6955880f700730943f8a754454193/analyze
gh-aw-firewall,dependency-audit.yml,workflow,public,0,0,0,https://github.com/github/gh-aw-firewall/blob/main/.github/workflows/dependency-audit.yml,https://github.com/github/gh-aw-firewall,github/codeql-action@f68537f3d8a6955880f700730943f8a754454193,https://github.com/github/codeql-action/blob/f68537f3d8a6955880f700730943f8a754454193/upload-sarif
ruby,mingw.yml,workflow,public,0,1,0,https://github.com/github/ruby/blob/master/.github/workflows/mingw.yml,https://github.com/github/ruby,github/ruby@master,https://github.com/github/ruby/blob/master/src/.github/actions/slack
